No.;Sentimen;Tweet
533;Positif;b'IKN Nusantara Untuk Indonesia Lebih Baik #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/e5qj5K8iYs'
534;Positif;b'ibu kota nusantara merupakan jati diri indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/qJrb6pdsvv'
535;Positif;b'Mantaap dukung IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/vqE6WST836'
536;Positif;b'tiga manfaat besar IKN untuk perekonomian indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/DN5bd7mDuw'
537;Positif;b'@Alona54105770 keren, pemerintah Jokowi akan luncurkan jagat Nusantara, metaverse di IKN\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/YUn8Z02HlE'
538;Positif;b'IKN Nusantara jadi representasi bangsa yang unggul\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/79Zm9QZoaU'
539;Positif;b'IKN Nusantara Berdampak terhadap pembangunan dan perekonomian  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/jDSBah5Xt5'
540;Positif;b'@Lesli89280941 Konsep pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/IyZGv67q8b'
541;Positif;b'Untuk perkembangan indonesia sudah sangat maju dengan adanya IKN  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/09gFvAAXkZ'
542;Positif;b'IKN sangat bermanfaat untuk negara dan masyarakat !!  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/QGeM9pPRht'
543;Positif;b'IKN Nusantara mantap sekali guys\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/4NuAhe9HUB'
544;Positif;b'Pemindahan IKN Ke Kalimantan akan menjadi sejarah baru tersendiri #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/wF1MvoP3sN'
545;Positif;b'IKN Nusantara Berdampak Terhadap Pembangunan dan Perekonomian #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/4IifTUcyww'
546;Negatif;b'RT @NetizenBerisik2: Sadarlah rakyat Indonesia,tdk ada waktu lagi tuk berdiam diri.Harus bersatu tolak Omnibuslaw, UU Hip, Uu Ikn,Uu apa pu\xe2\x80\xa6'
547;Positif;b'pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/aaJUS306uT'
548;Positif;b'RT @NandaShanum: @BergetarNusa @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan, Jawa Timur Dukung IKN Nusantara #JokowiBapakIn\xe2\x80\xa6'
549;Positif;b'PGI kukar MPR RI keluarkan ketetapan tentang IKN nusantara\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/EEXWYIeu9e'
550;Positif;b'@Alona54105770 mantap, pemerintah juga targetkan IKN dihuni 200 ribu orang pada 2024\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/V83IianBS1'
551;Positif;b'Kita dukung pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/mOoQzDpETK'
552;Positif;b'Ayo dukung IKN Nusantara segera tuntas pada tahun 2045 #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/ejNbDcAk6d'
553;Positif;b'Konsep IKN yang sangat bagus sekali\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/xKhF0IL6l6'
554;Positif;b'ibu kota nusantara merupakan jati diri indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/Rdebvkazw2'
555;Positif;b'tiga manfaat besar IKN untuk perekonomian indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/j7S1dJvvan'
556;Positif;b'IKN Memberi dampak Positifbagi sektor ekonomi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/MVk3gP9Wp8'
557;Positif;b'Dukung dan kawal Pembangunan IKN. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/rBjUpCnBGS'
558;Positif;b'Pembangunan IKN berkonsep Green City merupakan bentuk komitmen pemerintah terhadap pembangunan berkelanjutan\xe2\x80\xa6 https://t.co/EhYW4dgGdr'
559;Positif;b'Pembangunan IKN berkonsep Green City \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/aFmQWL0r0U'
560;Positif;b'IKN Nusantara berkonsep future smart forest City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/tYWJs8Cn5C'
561;Positif;b'Dukung Pemindahan dan Pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/T5MTZe4VkV'
562;Positif;b'@BergetarNusa @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan, Jawa Timur Dukung IKN Nusantara\xe2\x80\xa6 https://t.co/4NUrE020pC'
563;Positif;b'@Alona54105770 Rakyat juga mendukung pemindahan dan pembangunan IKN Nusantara di kaltim\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/GQBKibyukj'
564;Positif;b'Dukung IKN Nusantara kota untuk dunia https://t.co/Q4TFEtL3JB'
565;Positif;b'pemerintah tergetkan IKN dihuni 200 ribu orang pada 2024\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/4j5tGtmDAq'
566;Positif;b'PGI kukar MPR RI keluarkan ketetapan tentang IKN nusantara\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/yIlxZpGev3'
567;Positif;b'ibu kota nusantara merupakan jati diri indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/0Zg7bCA40R'
568;Positif;b'Dukung konsep IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/lNtNpVyVIH'
569;Positif;b'@Alona54105770 tiga manfaat besar IKN untuk perekenomian Indonesia yaitu Indonesia sentris, budaya pemerintahan bar\xe2\x80\xa6 https://t.co/vCliPpaOJ7'
570;Negatif;b'RT @Kimi58486332: IKN lebih penting dari entaskan Kemiskinan mas Joko @jokowi  ? Menggenaskan masse https://t.co/X6quciisrJ'
571;Positif;b'tiga manfaat besar IKN untuk perekonomian indonesia\n\nSulawesi Tengah siap jadi daerah penopang IKN\xe2\x80\xa6 https://t.co/zOq7yTgKDG'
572;Positif;b'Jokowi luncurkan jagat Nusantara, Metaverse di IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/k6rsWRHI9Y'
573;Positif;b'IKN Berkonsep Ramah Lingkungan.\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/h8mqF9FnUC'
574;Positif;b'@Alona54105770 mantap kami mendukung pemindahan IKN\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/mVt4Ub7GZv'
575;Positif;b'Dukung IKN akan jadi representasi bangsa yang unggul\n\nGorontalo\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/t6KsBCyRM2'
576;Positif;b'IKN Nusantara kota keren\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/kTSjRBO5L5'
577;Positif;b'IKN Nusantara dengan konsep Future Smart Forest City\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/iEERPwTUZQ'
578;Positif;b'Tiga Manfaat Besar IKN Untuk Perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/6zfeDGG02R'
579;Negatif;b'RT @Kimi58486332: IKN lebih penting dari entaskan Kemiskinan mas Joko @jokowi  ? Menggenaskan masse https://t.co/X6quciisrJ'
580;Positif;b'Konsep IKN Nusantara yang sangat keren\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/ibRyYTu0YT'
581;Positif;b'@Kaitlyn53504017 IKN Nusantara memajukan Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/5xdXzRYJde'
582;Positif;b'Dukung IKN Nusantara.\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/geacbZY5Gm'
583;Positif;b'Dengan penandatangan dua kontrak ini, PTPP menjadi kontraktor dengan perolehan nilai kontrak terbanyak di IKN untuk\xe2\x80\xa6 https://t.co/Fh4L7ctlVw'
584;Positif;b'IKN Nusantara keren\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/gYSs69iOU6'
585;Positif;b'#uPPdate dari Balikpapan (2/11), PTPP menandatangani dua kontrak pekerjaan di IKN \xe2\x9c\xa8\xef\xb8\x8f\n\nDua kontrak tersebut adalah P\xe2\x80\xa6 https://t.co/ez5ovyUgsa'
586;Positif;b'Konsep IKN yang sangat mantap\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/1xyFAaU5eX'
587;Positif;b'@Tan_Mar3M Drun.. Itu IKN emang dibuat sebagai Ibu Kota Pemerintahan.. Utk 2024 itu targetnya ASN doang yg pindah..\xe2\x80\xa6 https://t.co/QeyCBK57Fq'
588;Positif;b'RT @SalmaKiandra: @maryshelparaiso masyarakat Jawa Timur juga dukung penuh pembangunan IKN\n#KTTG20\n#PresidensiG20\n#G20Indonesia\n#RecoverTog\xe2\x80\xa6'
589;Positif;b'@maryshelparaiso masyarakat Jawa Timur juga dukung penuh pembangunan IKN\n#KTTG20\n#PresidensiG20\n#G20Indonesia\xe2\x80\xa6 https://t.co/9kHhi8N18q'
590;Positif;b'Konsep IKN Ramah Lingkungan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/0wJBfJBz1O'
591;Negatif;b'RT @giginpraginanto: Dikira rakyat bakal percaya bahwa IKN didukung oleh akar rumput. No way! https://t.co/WByVImjZR3'
592;Positif;b'@AndikaCaniago1 IKN akan jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/3BVrUvBjFM'
593;Positif;b'IKN Nusantara Kota dunia untuk semua\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/NgGgg5hPQT'
594;Negatif;"b'RT @ferly_norman: @RamliRizal Udah begitu IKN Tetap jalan ya Bang @RamliRizal, keadaan ini disebut Noam Chomsky sbg ""Modern State Capitalis\xe2\x80\xa6'"
595;Positif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
596;Positif;b'RT @AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6'
597;Positif;b'Jokowi luncurkan jagat Nusantara, metaverse di IKN\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/YwpoFZxqUL'
598;Positif;b'IKN berkonsep ramah lingkungan. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/V5deOBESlt'
599;Negatif;b'@BangNalar Mngkinmreka panik klo IKN d prcpat.. Boneka mamarika bngung demonya....'
600;Negatif;b'Korban selanjutnya: istana presiden IKN.\nUdah kerasa hawa gerahnya. Apalagi itu kaltim cooy, panas e gile. https://t.co/4kRXSdKuX7'
601;Positif;b'3 manfaat besar IKN Nusantara untuk perekonomian Indonesia\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/BDG3B14ufj'
602;Positif;b'pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/9pN18YkUMp'
603;Positif;b'@zarazettirazr \xf0\x9f\x99\x84 Mungkin mau menawarkan Rumah di IKN, Senin harga naik \xf0\x9f\x98\xb3.'
604;Positif;b'Manfaat IKN berdampak Positifbagi ekonomi. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/4RkYBw3l7L'
605;Positif;b'Keren kali IKN Nusantara!!! \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/yNKnv3Rw4G'
606;Positif;b'Rakyat juga mendukung pemindahan dan pembangunan IKN Nusantara di kaltim\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/NBC8tBSDkq'
607;Positif;b'IKN berkonsep ramah lingkungan. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/TunIifo1jd'
608;Positif;b'tiga manfaat besar IKN untuk perekenomian Indonesia yaitu Indonesia sentris, budaya pemerintahan baru, meningkatkan\xe2\x80\xa6 https://t.co/5t2Gw1vJ7e'
609;Positif;b'@StephanChain2 Dukung pembangunan IKN kota dunia untuk semua\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/b2MG8AtnJb'
610;Positif;b'PGI Kukar dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/pvut1Hzcbj'
611;Negatif;b'RT @NetizenBerisik2: Sadarlah rakyat Indonesia,tdk ada waktu lagi tuk berdiam diri.Harus bersatu tolak Omnibuslaw, UU Hip, Uu Ikn,Uu apa pu\xe2\x80\xa6'
612;Positif;b'IKN berkonsep ramah lingkungan\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/2JaOGwG5l5'
613;Positif;b'Kita dukung pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/6Dtu4iUG6D'
614;Positif;b'@AndikaCaniago1 IKN kota dunia untuk semua\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/FxmdZIJk5o'
615;Positif;b'Mantap, Dukung IKN Nusantara dengan Konsep Masa Depan untuk Kejayaan Indonesia. \n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/gjzb7Uts8H'
616;Positif;b'Wah keren IKN berkonsep ramah lingkungan\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/CleGXzBAmh'
617;Positif;"b'RT @surodilagan: @democrazymedia Jokowi: \'Gedung-Gedung yang Dibangun Swasta di IKN akan Mulai Terlihat di Januari 2023""\n\n6rb pemesan esemk\xe2\x80\xa6'"
618;Negatif;"b'RT @t0n1h3r5_83: INGATLAH PARPOL2 YG MENYETUJUI &amp; MENGESYAHKAN IKN . \n\nJANGAN PILIH &amp; TENGGELAMKAN \xe2\x80\xbc\xef\xb8\x8f \n\n#Semangat411TurunkanJokowi \n#Semang\xe2\x80\xa6'"
619;Positif;b'Mantap, Dukung IKN Nusantara dengan Konsep Masa Depan untuk Kejayaan Indonesia. \n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/5pGmRbwbsb'
620;Positif;b'Dukung pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/fSVfNwLmd6'
621;Negatif;b'@alextham878 Ngributin formula e smntr kereta api cepat nombok trilyunan pakai APBN jg IKN . Laporan dr Mandalika j\xe2\x80\xa6 https://t.co/fooiTLDWdh'
622;Positif;b'Konsep IKN akan ramah lingkungan, mari mendukung agar semuanya berjalan dengan lancar. Rakyat Nusa Tenggara Timur d\xe2\x80\xa6 https://t.co/eAHupZbM5u'
623;Positif;b'Pemerintah targetkan IKN dihuni 200 ribu Orang. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/taaJI420dz'
624;Positif;b'Mantap IKN Nusantara meningkatkan perekonomian #KotaDuniaUntukSemua Bengkulu mendukung'
625;Positif;b'Keren sekali ini IKN akan dibangun konsep green city. Rakyat Nusa Tenggara Timur dukung. \n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/CtnNUzr3qN'
626;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
627;Positif;b'Mantap, Dukung IKN Nusantara. Kejayaan Indonesia. \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/ovB4kqCH99'
628;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/IKlWtVO0t3'
629;Positif;b'Mantap, Dukung IKN Nusantara. Kejayaan Indonesia. \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/WYo6KoPbxH'
630;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/eozu7oIdf1'
631;Positif;b'RT @OiCoffe: @FGelael @Merdekasatu1 @maryshelparaiso Pembangunan IKN berdampak Positifpada pembangunan dan ekonomi. Arek Jawa Timur dukung\xe2\x80\xa6'
632;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/k1fhh5bMZh'
633;Positif;b'RT @AlshaibaShihab: Indonesia ditangan Presiden Jokowi :\n\n65 bendungan \n36 ruas jalan tol\n15 bandara baru\nSirkuit Mandalika\nKereta api cepa\xe2\x80\xa6'
634;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/rowUPdxAmS'
635;Positif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
636;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/iimNFm1AHO'
637;Negatif;"b'RT @ferly_norman: @RamliRizal Udah begitu IKN Tetap jalan ya Bang @RamliRizal, keadaan ini disebut Noam Chomsky sbg ""Modern State Capitalis\xe2\x80\xa6'"
638;Negatif;b'RT @BosPurwa: Silakan simak 2 Video ini\nDulu sales Esemka sekarang sales IKN, beda tipis sama tukang obat pinggir jalan! https://t.co/AZt6c\xe2\x80\xa6'
639;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/O7sjdzsLkg'
640;Positif;b'@FGelael @Merdekasatu1 @maryshelparaiso Masyarakat Jawa Timur dengan penuh semangat Men Dukung kelancaran pembangun\xe2\x80\xa6 https://t.co/PhMHiNQD2c'
641;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/rdi5QCcvbd'
642;Negatif;b'RT @IrmansyahAdhy: DULU JUALAN ESEMKA..SKRG JUALAN IKN...\nSEBENARX CEBONG ITU KEMARIN PILIH PRESIDEN ATAU MAKELAR SIH..? \xf0\x9f\xa4\x94....\n\n#JokowiAnte\xe2\x80\xa6'
643;Positif;b'Mantap, Dukung IKN Nusantara. Kejayaan Indonesia. \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/5vVcdsTEbG'
644;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/Zy5JvKoHJy'
645;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/c4XFYQuwTM'
646;Positif;b'Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\xe2\x80\xa6 https://t.co/ESm8AdL0VQ'
647;Positif;b'RT @ElinaAzkia: Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\n#KotaDuniaUntukSemua\n#\xe2\x80\xa6'
648;Positif;b'RT @ElinaAzkia: Dukung Pembangunan IKN di Kalimantan Timur.\nPemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru.\n#KotaDuniaUntukSemua\n#\xe2\x80\xa6'
649;Positif;b'RT @NandaShanum: @BergetarNusa @OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung pembangunan IKN Nusantara #JokowiBapakInfrastruktur #\xe2\x80\xa6'
650;Positif;b'@BergetarNusa @OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung pembangunan IKN Nusantara\xe2\x80\xa6 https://t.co/eAeAksdqSm'
651;Positif;b'RT @papa_loren: Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024.\n\nDr 200rb itu temen, sodara, tante, ponakan, adek, mertus JETLI a\xe2\x80\xa6'
652;Negatif;b'@Ini_N4Rini ngotot banget buat ikn, curiga jadinya'
653;Negatif;b'@OposisiCerdas Pantesan IKN bengkak.puas nya gk sudah2'
654;Positif;b'RT @KathyJo49714916: @BergetarNusa @OiCoffe @maryshelparaiso Kami mahasiswa Jawa Timur sangat dukung pembangunan IKN karena manfaat nya #Ko\xe2\x80\xa6'
655;Positif;b'IKN berkonsep ramah lingkungan\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/iqtnrI3tmc'
656;Positif;b'Keren IKN memperhatikan aspek lingkungan\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/IkGRticcj5'
657;Positif;b'Jokowi luncurkan jagat nusantara metaverse di IKN\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/6pSNjkPM13'
658;Positif;b'3 manfaat besar IKN untuk perekonomian Indonesia\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/B7acir1ofi'
659;Positif;b'Pemerintah targetkan IKN dihuni 200rb orang pada 2024\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/mDBD9MLRDy'
660;Positif;b'Dalam pertemuan tersebut, Menpora Zainudin Amali melaporkan beberapa kegiatan yang dilakukan oleh Kementerian Pemud\xe2\x80\xa6 https://t.co/HxgimTLWCz'
661;Positif;b'IKN akan jadi representasu bangga yang unggul\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/a1e1eQZR6B'
662;Positif;b'Pembangunan IKN berkonsep Green City. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/6sbf3zjwoM'
663;Positif;b'IKN desain konsep future smart forest city\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/OmcD7UfTyW'
664;Positif;b'Pembangunan IKN berkonsep Green City\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/7L4HgfrtoE'
665;Positif;b'PGI Kukar dukung MPR RI keuarkan ketetapan tentang IKN\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/Nc1K1vo72f'
666;Positif;b'kmi Dewan Adat Dayak cbg Kutai Barat Kaltim mendukung pemb IKN,  kmi tdk prnah mmnta IKN utk dpndhkan ke Kalimntan,\xe2\x80\xa6 https://t.co/G421jr90Y2'
667;Positif;b'@OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung penuh pembangunan IKN Nusantara #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/pqNSZsh94r'
668;Negatif;b'Suruh Aja Buzzer dan CEBONG tinggal di sana ya kan @Dara_Cega ?\n\nBiar Kalian Hidup Bahagia...\n\n\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85 https://t.co/y5Nni30OZT'
669;Positif;b'@Joane24641240 Masyarakat Jawa Tengah Dukung pemindahan dan pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/WnfkmYIKFu'
670;Positif;b'Presiden Jokowi Luncurkan jagat Nusantara, Metaverse di IKN. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/3LK7jPVwnW'
671;Positif;b'RT @Joane24641240: IKN Akan Jadi Representasi Bangsa Yang Unggul\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\n#IKNt\xe2\x80\xa6'
672;Positif;b'IKN akan jadi produk unggulan bangsa. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/donkG9r7kE'
673;Positif;b'RT @Opposih6890bio: @maryshelparaiso IKN Berdampak Positifterhadap pemerataan pembangunan dan ekonomi Jawa Timur #KotaDuniaUntukSemua #IKN\xe2\x80\xa6'
674;Positif;b'RT @RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6'
